chunk_id,pmid,title,year,query_tag,chunk_text,chunk_idx
25164465_c1,25164465,Strategies to improve running economy.,2015,running_economy,"important factors in improving RE, while uphill and level-ground high-intensity interval training represent frequently prescribed forms of training that may elicit further enhancements in economy. More recently, research has demonstrated short-term resistance and plyometric training has resulted in enhanced RE. This improvement in RE has been hypothesized to be a result of enhanced neuromuscular characteristics. Altitude acclimatization results in both central and peripheral adaptations that improve oxygen delivery and utilization, mechanisms that potentially could improve RE. Other strategies, such as stretching should not be discounted as a training modality in order to prevent injuries; however, it appears that there is an optimal degree of flexibility and stiffness required to maximize RE. Several nutritional interventions have also received attention for their effects on reducing oxygen demand during exercise, most notably dietary nitrates and caffeine. It is clear that a range of training and passive interventions may improve RE, and researchers should",1
25164465_c2,25164465,Strategies to improve running economy.,2015,running_economy,"effects on reducing oxygen demand during exercise, most notably dietary nitrates and caffeine. It is clear that a range of training and passive interventions may improve RE, and researchers should concentrate their investigative efforts on more fully understanding the types and mechanisms that affect RE and the practicality and extent to which RE can be improved outside the laboratory.",2
26816209_c0,26816209,Is There an Economical Running Technique? A Review of Modifiable Biomechanical Factors Affecting Running Economy.,2016,running_economy,"Running economy (RE) has a strong relationship with running performance, and modifiable running biomechanics are a determining factor of RE. The purposes of this review were to (1) examine the intrinsic and extrinsic modifiable biomechanical factors affecting RE; (2) assess training-induced changes in RE and running biomechanics; (3) evaluate whether an economical running technique can be recommended and; (4) discuss potential areas for future research. Based on current evidence, the intrinsic factors that appeared beneficial for RE were using a preferred stride length range, which allows for stride length deviations up to 3 % shorter than preferred stride length; lower vertical oscillation; greater leg stiffness; low lower limb moment of inertia; less leg extension at toe-off; larger stride angles; alignment of the ground reaction force and leg axis during propulsion; maintaining arm swing; low thigh antagonist-agonist muscular coactivation; and low activation of lower limb muscles during propulsion. Extrinsic factors associated",0
26816209_c1,26816209,Is There an Economical Running Technique? A Review of Modifiable Biomechanical Factors Affecting Running Economy.,2016,running_economy,"of the ground reaction force and leg axis during propulsion; maintaining arm swing; low thigh antagonist-agonist muscular coactivation; and low activation of lower limb muscles during propulsion. Extrinsic factors associated with a better RE were a firm, compliant shoe-surface interaction and being barefoot or wearing lightweight shoes. Several other modifiable biomechanical factors presented inconsistent relationships with RE. Running biomechanics during ground contact appeared to play an important role, specifically those during propulsion. Therefore, this phase has the strongest direct links with RE. Recurring methodological problems exist within the literature, such as cross-comparisons, assessing variables in isolation, and acute to short-term interventions. Therefore, recommending a general economical running technique should be approached with caution. Future work should focus on interdisciplinary longitudinal investigations combining RE, kinematics, kinetics, and neuromuscular and anatomical aspects, as well as applying a synergistic approach to understanding the role of kinetics.",1
26816209_c2,26816209,Is There an Economical Running Technique? A Review of Modifiable Biomechanical Factors Affecting Running Economy.,2016,running_economy,"investigations combining RE, kinematics, kinetics, and neuromuscular and anatomical aspects, as well as applying a synergistic approach to understanding the role of kinetics.",2
27747844_c0,27747844,"Running economy: measurement, norms, and determining factors.",2015,running_economy,"Running economy (RE) is considered an important physiological measure for endurance athletes, especially distance runners. This review considers 1) how RE is defined and measured and 2) physiological and biomechanical factors that determine or influence RE. It is difficult to accurately ascertain what is good, average, and poor RE between athletes and studies due to variation in protocols, gas-analysis systems, and data averaging techniques. However, representative RE values for different caliber of male and female runners can be identified from existing literature with mostly clear delineations in oxygen uptake across a range of speeds in moderately and highly trained and elite runners. Despite being simple to measure and acceptably reliable, it is evident that RE is a complex, multifactorial concept that reflects the integrated composite of a variety of metabolic, cardiorespiratory, biomechanical and neuromuscular characteristics that are unique to the individual. Metabolic efficiency refers to the utilization of available energy",0
27747844_c1,27747844,"Running economy: measurement, norms, and determining factors.",2015,running_economy,"that reflects the integrated composite of a variety of metabolic, cardiorespiratory, biomechanical and neuromuscular characteristics that are unique to the individual. Metabolic efficiency refers to the utilization of available energy to facilitate optimal performance, whereas cardiopulmonary efficiency refers to a reduced work output for the processes related to oxygen transport and utilization. Biomechanical and neuromuscular characteristics refer to the interaction between the neural and musculoskeletal systems and their ability to convert power output into translocation and therefore performance. Of the numerous metabolic, cardiopulmonary, biomechanical and neuromuscular characteristics contributing to RE, many of these are able to adapt through training or other interventions resulting in improved RE.",1
34767655_c0,34767655,Effect of concurrent strength and endurance training on run performance and biomechanics: A randomized controlled trial.,2022,running_economy,"This parallel-group randomized controlled trial investigated the effect of concurrent strength and endurance (CSE) training on running performance, biomechanics, and muscle activity during overground running. Thirty moderately trained distance runners were randomly assigned to 10-week CSE training (n = 15; 33.1 ± 7.5 years) or a control group (n = 15; 34.2 ± 8.2 years). Participants ran ≥30 km per week and had no experience with strength training. The primary outcome measure was 2-km run time. Secondary outcome measures included lower limb sagittal plane biomechanics and muscle activity during running (3.89 m s",0
39523854_c0,39523854,The effects of plyometric versus resistance training on running economy and 5-km running time in middle-aged recreational runners.,2024,running_economy,"The effects of plyometric training (PT) versus resistance training (RT) on running economy and performance are unclear, especially in middle-aged recreational runners. We examined (1) the efficacy of PT versus RT on running economy and performance in middle-aged recreational runners and (2) the relationships between the main training outcomes. Twenty middle-aged recreational runners were randomly allocated to a PT or RT group (n = 10/group). Training was conducted twice/week for 10 weeks combined with daily running. PT included the countermovement jump (CMJ), rebound jump, hurdle hop, and drop jump. RT consisted of leg press, leg curl, and calf raise with 50%-90% of one-repetition maximum (1RM). Before and after the intervention, 1RM of the three lifting tasks, CMJ and drop jump performances, oxygen cost at 8-12 km/h, and 5 km running time were assessed. PT enhanced 1RM of leg curl only (8.5% and p = 0.007), whereas RT increased 1RM of",0
39523854_c1,39523854,The effects of plyometric versus resistance training on running economy and 5-km running time in middle-aged recreational runners.,2024,running_economy,"performances, oxygen cost at 8-12 km/h, and 5 km running time were assessed. PT enhanced 1RM of leg curl only (8.5% and p = 0.007), whereas RT increased 1RM of the three lifting tasks (19.0%-21.1% and p < 0.001). Both groups improved CMJ height (6.4%-8.3% and p = 0.016) and drop jump performance (height: 9.7%-19.4%, p = 0.005, height/contact time: 11.4%-26.3% and p = 0.009) and oxygen cost regardless of running velocity (2.0% and p = 0.001) without significant group differences. However, neither group changed the 5-km running time (p ≥ 0.259). A significant correlation was found between the changes in calf raise 1RM and oxygen cost (r = -0.477 and p = 0.046) but not between the other measured variables. These results suggest that for middle-aged recreational runners, PT and RT can similarly improve running economy albeit not necessarily the 5-km running time, and enhancing plantarflexion strength may particularly",1
39523854_c2,39523854,The effects of plyometric versus resistance training on running economy and 5-km running time in middle-aged recreational runners.,2024,running_economy,"variables. These results suggest that for middle-aged recreational runners, PT and RT can similarly improve running economy albeit not necessarily the 5-km running time, and enhancing plantarflexion strength may particularly contribute to improving running economy.",2
37802083_c0,37802083,Effects of a Regular Endurance Training Program on Running Economy and Biomechanics in Runners.,2023,running_economy,"A regular endurance training program may elicit different adaptations compared to an isolated training method. In this study, we analyzed the effects of 8 weeks of a regular endurance training program on running economy (RE), particularly neuromuscular and biomechanical parameters, in runners of different athletic abilities. Twenty-four male runners were divided into two groups: well-trained (",0
35128941_c0,35128941,"The Effectiveness of Gait Retraining on Running Kinematics, Kinetics, Performance, Pain, and Injury in Distance Runners: A Systematic Review With Meta-analysis.",2022,running_economy,"To evaluate the effectiveness of running gait retraining on kinematics, kinetics, performance, pain, and injury in distance runners.",0
35878109_c0,35878109,Resistance Exercise for Improving Running Economy and Running Biomechanics and Decreasing Running-Related Injury Risk: A Narrative Review.,2022,running_economy,"It is well-accepted that at least a certain amount of resistance exercise (RE) is recommended for most endurance athletes. In this review, we aim to summarize the evidence regarding the effects of RE on running economy, running biomechanics, and running-related injury risk in endurance runners. The evidence robustly shows that lower limb RE is effective for improving running economy and performance, with a combination of strength and plyometric training being recommended to improve RE. Isometric training is also emerging as a possible alternative to implement during periods of high overall training load. Lower limb RE may change some aspects of joint kinematics during running; however, the evidence regarding the effects on kinetics is limited. Lower limb RE may help reduce running-related injury risk, but further evidence is needed.",0
2662320_c0,2662320,Factors affecting running economy.,1989,running_economy,"Running economy, defined as the steady-state VO2 for a given running velocity, has been shown to account for a large and significant proportion of variation in distance-running performance among runners roughly comparable in VO2 max. Despite this recognition, relatively little is known regarding the potpourri of physiological, environmental, structural and mechanical factors potentially associated with a lower aerobic demand of running. Early attempts at quantifying the energy expenditure of exhaustive runs incorporated measurements of oxygen consumption before, during, and after exercise. The validity of this approach has been questioned, however, since recent evidence has demonstrated that only a moderate relationship exists between postexercise VO2 and anaerobic metabolism. The energy demands for submaximal running (i.e. running economy) can be quantified by calculating the steady-state VO2, expressed with respect to body mass and time, for a standardised, submaximal running speed. Since this variable represents the aerobic demand of running, the generation of",0
2662320_c1,2662320,Factors affecting running economy.,1989,running_economy,"calculating the steady-state VO2, expressed with respect to body mass and time, for a standardised, submaximal running speed. Since this variable represents the aerobic demand of running, the generation of energy must derive wholly from cell respiration and not from substantial protein catabolism. Research has indicated that at low to moderate work rates, the steady-state energy condition is attained in about 3 minutes. Trained individuals reach steady-state sooner than unfit subjects. While limited by methodological constraints, the existence of a steady-state has also been verified by the lack of blood lactate accumulation and the presence of a respiratory exchange ratio of less than 1.00. The ability of economy, either singly or in combination with VO2 max, to account for a substantial portion of performance variation among trained distance runners and untrained subjects of comparable ability and fitness level has been demonstrated in recent cross-sectional studies. Limited data from short and",1
2662320_c2,2662320,Factors affecting running economy.,1989,running_economy,"substantial portion of performance variation among trained distance runners and untrained subjects of comparable ability and fitness level has been demonstrated in recent cross-sectional studies. Limited data from short and long term longitudinal research also suggests that endurance running success is linked to training and growth-related improvements in economy. Intraindividual variation in economy has been shown to vary between 2% and 11% for a given speed. Most of this variation can probably be attributed to biological error. While the majority of evidence does not support a gender difference in running economy, data from some studies suggest that males may be more economical than women. Prepubescent children are less economical than older children and adults, whereas older adults exhibit the same trend when compared to younger counterparts. Because of air and wind resistance, the aerobic demands of indoor treadmill running significantly underestimate the cost of overground running, especially at higher speeds.(ABSTRACT",2
2662320_c3,2662320,Factors affecting running economy.,1989,running_economy,"trend when compared to younger counterparts. Because of air and wind resistance, the aerobic demands of indoor treadmill running significantly underestimate the cost of overground running, especially at higher speeds.(ABSTRACT TRUNCATED AT 400 WORDS)",3
40812385_c0,40812385,Can Level Ground Biomechanics Predict Uphill and Downhill Running Economy?,2025,running_economy,"Marathon terrain significantly impacts athlete performance. This study examined whether level running biomechanics can predict uphill and downhill running economy using a new metric, running grade aptitude (RGA). Forty distance runners (32 males and 8 females) ran on a split-belt treadmill at +4% and -4% gradients, simulating Boston Marathon hills. We assessed stride parameters, foot strike patterns, ground reaction forces, and oxygen consumption during uphill, downhill, and level running. RGA was determined by analyzing the slope of the relationship between oxygen uptake and treadmill grade, categorizing runners as preferring uphill RGA, downhill RGA, or negligible RGA. We found a significant correlation (R2 = .44) between active peak vertical ground reaction forces during level running and downhill running economy (downhill RGA). However, no other variables significantly related to RGA, and no difference in RGA was observed between genders. The study suggests that runners who generate higher peak vertical ground reaction forces",0
40812385_c1,40812385,Can Level Ground Biomechanics Predict Uphill and Downhill Running Economy?,2025,running_economy,"However, no other variables significantly related to RGA, and no difference in RGA was observed between genders. The study suggests that runners who generate higher peak vertical ground reaction forces during level running are more economical on downhill segments. These findings highlight the importance of individual biomechanical traits in optimizing training and racing strategies for distance runners.",1
19827859_c0,19827859,"Neuromuscular adaptations to training, injury and passive interventions: implications for running economy.",2009,running_economy,"Performance in endurance sports such as running, cycling and triathlon has long been investigated from a physiological perspective. A strong relationship between running economy and distance running performance is well established in the literature. From this established base, improvements in running economy have traditionally been achieved through endurance training. More recently, research has demonstrated short-term resistance and plyometric training has resulted in enhanced running economy. This improvement in running economy has been hypothesized to be a result of enhanced neuromuscular characteristics such as improved muscle power development and more efficient use of stored elastic energy during running. Changes in indirect measures of neuromuscular control (i.e. stance phase contact times, maximal forward jumps) have been used to support this hypothesis. These results suggest that neuromuscular adaptations in response to training (i.e. neuromuscular learning effects) are an important contributor to enhancements in running economy. However, there is no direct evidence to suggest",0
19827859_c1,19827859,"Neuromuscular adaptations to training, injury and passive interventions: implications for running economy.",2009,running_economy,"results suggest that neuromuscular adaptations in response to training (i.e. neuromuscular learning effects) are an important contributor to enhancements in running economy. However, there is no direct evidence to suggest that these adaptations translate into more efficient muscle recruitment patterns during running. Optimization of training and run performance may be facilitated through direct investigation of muscle recruitment patterns before and after training interventions. There is emerging evidence that demonstrates neuromuscular adaptations during running and cycling vary with training status. Highly trained runners and cyclists display more refined patterns of muscle recruitment than their novice counterparts. In contrast, interference with motor learning and neuromuscular adaptation may occur as a result of ongoing multidiscipline training (e.g. triathlon). In the sport of triathlon, impairments in running economy are frequently observed after cycling. This impairment is related mainly to physiological stress, but an alteration in lower limb muscle coordination during running after cycling has",1
19827859_c2,19827859,"Neuromuscular adaptations to training, injury and passive interventions: implications for running economy.",2009,running_economy,"impairments in running economy are frequently observed after cycling. This impairment is related mainly to physiological stress, but an alteration in lower limb muscle coordination during running after cycling has also been observed. Muscle activity during running after cycling has yet to be fully investigated, and to date, the effect of alterations in muscle coordination on running economy is largely unknown. Stretching, which is another mode of training, may induce acute neuromuscular effects but does not appear to alter running economy. There are also factors other than training structure that may influence running economy and neuromuscular adaptations. For example, passive interventions such as shoes and in-shoe orthoses, as well as the presence of musculoskeletal injury, may be considered important modulators of neuromuscular control and run performance. Alterations in muscle activity and running economy have been reported with different shoes and in-shoe orthoses; however, these changes appear to be subject-specific and",2
19827859_c3,19827859,"Neuromuscular adaptations to training, injury and passive interventions: implications for running economy.",2009,running_economy,"of neuromuscular control and run performance. Alterations in muscle activity and running economy have been reported with different shoes and in-shoe orthoses; however, these changes appear to be subject-specific and non-systematic. Musculoskeletal injury has been associated with modifications in lower limb neuromuscular control, which may persist well after an athlete has returned to activity. The influence of changes in neuromuscular control as a result of injury on running economy has yet to be examined thoroughly, and should be considered in future experimental design and training analysis.",3
